year,total_population,total_monuments,total_exotics,total_conflicts,productivity,is_drought,pop_monument_builder,pop_balanced,pop_reproduction
882,374,3058.3219420022615,191,0,0.6116571774866965,True,374,0,0
883,347,3044.3887031959143,196,0,0.6170678463688204,True,347,0,0
884,322,3028.4302618718275,200,0,0.5319087078075572,True,322,0,0
885,323,3016.3540533530904,206,0,0.6853883364247056,False,323,0,0
886,324,3006.152643550088,212,0,0.7577048332520648,False,324,0,0
887,325,2996.4605039934104,219,0,0.7744954392423536,False,325,0,0
888,326,2985.8902952254593,225,0,0.7342979291685471,False,326,0,0
889,302,2973.1305215606344,230,0,0.6437488883706318,True,302,0,0
890,303,2964.6444193373272,237,0,0.8146857551968266,False,303,0,0
891,304,2953.264073413021,243,0,0.6918614004974929,False,304,0,0
892,283,2938.732949290412,248,0,0.561348860503857,True,283,0,0
893,284,2929.9371611152033,255,0,0.7918178238587941,False,284,0,0
